start_frequency,end_frequency
3243.5000038146973,3243.625003784895
3244.1250038146973,3245.000003784895
3245.3750038146973,3245.500003784895
3275.5000038146973,3275.625003784895
3276.1250038146973,3277.000003784895
3277.3750038146973,3277.500003784895
3288.0000038146973,3288.125003784895
3288.8750038146973,3289.125003784895
3289.8750038146973,3290.125003784895
3290.8750038146973,3291.125003784895
3292.8750038146973,3293.125003784895
3293.8750038146973,3294.125003784895
3294.8750038146973,3295.125003784895
3307.5000038146973,3307.625003784895
3308.1250038146973,3309.000003784895
3309.3750038146973,3309.500003784895
3327.8750038146973,3328.125003784895
3340.1250038146973,3340.500003784895
3340.6250038146973,3341.000003784895
3348.2500038146973,3348.375003784895
3371.5000038146973,3371.625003784895
3372.1250038146973,3373.000003784895
3373.3750038146973,3373.500003784895
3404.2500038146973,3405.000003784895
3405.3750038146973,3405.500003784895
3413.3750038146973,3413.500003784895
3414.3750038146973,3414.500003784895
3426.0000038146973,3426.125003784895
3435.5000038146973,3435.625003784895
3436.1250038146973,3436.500003784895
3468.7500038146973,3469.000003784895
3479.0000038146973,3479.125003784895
3495.0000038146973,3495.125003784895
3499.5000038146973,3499.750003784895
3500.1250038146973,3500.500003784895
3596.5000038146973,3597.000003784895
3597.3750038146973,3597.500003784895
3606.000003814697,3606.1250037848954
3610.000003814697,3610.1250037848954
3613.750003814697,3613.8750037848954
3614.000003814697,3614.1250037848954
3614.500003814697,3614.6250037848954
3615.250003814697,3615.3750037848954
3615.500003814697,3615.7500037848954
3627.500003814697,3627.7500037848954
3628.125003814697,3629.0000037848954
3629.125003814697,3629.5000037848954
3630.000003814697,3630.1250037848954
3644.125003814697,3644.2500037848954
3656.625003814697,3657.3750037848954
3660.125003814697,3660.5000037848954
3692.500003814697,3693.1250037848954
3693.375003814697,3693.5000037848954
3699.500003814697,3699.6250037848954
3700.0,4200.0
5648.5,5670.5
5695.5,5704.5
5742.5,5757.5
5765.0,5769.0
5796.0,5804.0
6108.1,6167.75
6182.0,6212.0
6360.14,6419.79
6772.0,6778.0
7250.0,7850.0
9300.0,9900.0
10740.0,10770.0
10820.0,10850.0
10957.0,10993.0
11037.0,11073.0
11230.0,11260.0
11310.0,11340.0
11447.0,11483.0
11527.0,11563.0
11700.0,12000.0
